Time	Avg. Solid Temp. [K]	
0.83163636	312.12172
0.83166667	312.12
0.83169697	312.11827
0.83172727	312.11654
0.83175758	312.11481
0.83178788	312.11309
0.83181818	312.11136
0.83184848	312.10964
0.83187879	312.10791
0.83190909	312.10618
0.83193939	312.10446
0.8319697	312.10273
0.832	312.10101
0.8320303	312.09928
0.83206061	312.09755
0.83209091	312.09583
0.83212121	312.0941
0.83215152	312.09238
0.83218182	312.09065
0.83221212	312.08893
0.83224242	312.08721
0.83227273	312.08548
0.83230303	312.08376
0.83233333	312.08203
0.83236364	312.08031
0.83239394	312.07858
0.83242424	312.07686
0.83245455	312.07514
0.83248485	312.07341
0.83251515	312.07169
0.83254545	312.06997
0.83257576	312.06824
0.83260606	312.06652
0.83263636	312.0648
0.83266667	312.06307
0.83269697	312.06135
0.83272727	312.05963
0.83275758	312.05791
0.83278788	312.05618
0.83281818	312.05446
0.83284848	312.05274
0.83287879	312.05102
0.83290909	312.0493
0.83293939	312.04757
0.8329697	312.04585
0.833	312.04413
0.8330303	312.04241
0.83306061	312.04069
0.83309091	312.03897
0.83312121	312.03725
0.83315152	312.03553
0.83318182	312.03381
0.83321212	312.03209
0.83324242	312.03038
0.83327273	312.02866
0.83330303	312.02694
0.83333333	312.02522
0.83336364	312.0235
0.83339394	312.02179
0.83342424	312.02007
0.83345455	312.01836
0.83348485	312.01664
0.83351515	312.01493
0.83354545	312.01321
0.83357576	312.0115
0.83360606	312.00978
0.83363636	312.00807
0.83366667	312.00636
0.83369697	312.00464
0.83372727	312.00293
0.83375758	312.00122
0.83378788	311.99951
0.83381818	311.99779
0.83384848	311.99608
0.83387879	311.99437
0.83390909	311.99266
0.83393939	311.99095
0.8339697	311.98924
0.834	311.98753
0.8340303	311.98582
0.83406061	311.98412
0.83409091	311.98241
0.83412121	311.9807
0.83415152	311.97899
0.83418182	311.97728
0.83421212	311.97558
0.83424242	311.97387
0.83427273	311.97216
0.83430303	311.97046
0.83433333	311.96875
0.83436364	311.96704
0.83439394	311.96534
0.83442424	311.96363
0.83445455	311.96193
0.83448485	311.96022
0.83451515	311.95851
0.83454545	311.95681
